feature,mean_importance
CHAS,0.0008652149793180741
ZN,0.0013090147641295596
RAD,0.005463952352394394
INDUS,0.006195042882099355
B,0.008920371065383839
PTRATIO,0.01238830513953563
TAX,0.017562824615069687
AGE,0.026746492075922522
CRIM,0.048854466110420804
NOX,0.06455759322185052
DIS,0.10764919503374992
RM,0.2813822718930009
LSTAT,0.3042323917214423
