feature,mean_importance
CHAS,8.326672684688674e-18
ZN,1.3877787807814457e-17
RAD,0.00027101978577741547
INDUS,0.000502290658334495
B,0.0005580184507111452
TAX,0.0015933086830068333
PTRATIO,0.002126280417622031
AGE,0.00247210535102623
NOX,0.010600378591533188
CRIM,0.03185333294814651
DIS,0.06991551730992089
RM,0.3432726066103958
LSTAT,0.4011480686968619
