feature,shap_importance
LSTAT,0.3595286159998693
RM,0.3286912906384145
CRIM,0.05080906381925651
DIS,0.029333608524239916
NOX,0.026479975830508894
AGE,0.014368010152812869
TAX,0.008407160748887206
PTRATIO,0.005177821455805587
B,0.004569062718280159
INDUS,0.001072949284524534
RAD,0.0006861031737156953
ZN,0.0
CHAS,0.0
