feature,mean_importance
TAX,-0.002782375954826477
B,-0.0016449650553448214
ZN,0.01034467379831327
INDUS,0.010754923550937896
CRIM,0.01142490156449178
NOX,0.017463739953026202
CHAS,0.02212404832852995
AGE,0.02720306638913884
PTRATIO,0.03642300069036829
RAD,0.050486538547116454
DIS,0.11321809783012624
LSTAT,0.28974282128903933
RM,0.3117324756704047
