feature,mean_importance
ZN,0.0
INDUS,0.0
CHAS,0.0
NOX,0.0
AGE,0.0
TAX,0.0
PTRATIO,0.0
B,0.0
CRIM,4.627847290355154
RAD,5.247174603174604
DIS,14.87805280282187
LSTAT,31.65225462533271
RM,44.17489064036179
