feature,shap_importance
duration,0.08596498853911715
nr.employed,0.07418314509720941
cons.conf.idx,0.01605559114724916
poutcome,0.008668285288421144
pdays,0.0024448466816850865
marital,0.0
education,0.0
euribor3m,0.0
cons.price.idx,0.0
emp.var.rate,0.0
previous,0.0
campaign,0.0
job,0.0
day_of_week,0.0
month,0.0
contact,0.0
loan,0.0
housing,0.0
default,0.0
age,0.0
